,question_ID,full_question_ID,question,applies_to,Variables,Original scale,list_answer_options,list_answer_no_refusal,len_answer_options,odd_answer_options,list_answer_no_middle
230,Q198,Q198,Government has the right: Collect information about anyone living in this country without their knowledge Do you think that this countrya government should or should not have the right to do the following: Collect information about anyone living in this country without their knowledge,Q198,The government controlling the citizens (if treated as the proxy for “not- acceptance of state control” should be recoded),1= Definitely should have the right 2= Probably should have the right 3= Probably should not have the right 4= Definitely should not have the right,"['1= Definitely should have the right ', '2= Probably should have the right ', '3= Probably should not have the right ', '4= Definitely should not have the right', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1= Definitely should have the right ', '2= Probably should have the right ', '3= Probably should not have the right ', '4= Definitely should not have the right']",4,False,"['1= Definitely should have the right ', '2= Probably should have the right ', '3= Probably should not have the right ', '4= Definitely should not have the right']"
231,Q199,Q199,Interest in politics How interested would you say you are in politics? ,Q199,Interest in politics,1=Very interested 2=Somewhat interested 3=Not very interested 4=Not at all interested,"['1=Very interested ', '2=Somewhat interested ', '3=Not very interested ', '4=Not at all interested', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very interested ', '2=Somewhat interested ', '3=Not very interested ', '4=Not at all interested']",4,False,"['1=Very interested ', '2=Somewhat interested ', '3=Not very interested ', '4=Not at all interested']"
232,Q200,Q200,"How often discusses political matters with friends When you get together with your friends, would you say you discuss political matters frequently, occasionally or never? ",Q200,Discussing politics with friends,1=Frequently 2=Occasionally 3=Never,"['1=Frequently ', '2=Occasionally ', '3=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Frequently ', '2=Occasionally ', '3=Never']",3,True,"['1=Frequently ', '2=Occasionally ', '3=Never']"
233,Q201,Q201,"Information source: Daily newspaper People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Daily newspaper",Q201,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
234,Q202,Q202,"Information source: TO news People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: TO news",Q202,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
235,Q203,Q203,"Information source: Radio news People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Radio news",Q203,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
236,Q204,Q204,"Information source: Mobile phone People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Mobile phone",Q204,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
237,Q205,Q205,"Information source: Email People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Email",Q205,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
238,Q206,Q206,"Information source: Internet People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Internet",Q206,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
239,Q207,Q207,"Information source: Social mediaFacebook, Twitter, etcPeople learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Social mediaFacebook, Twitter, etc",Q207,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
240,Q208,Q208,"Information source: Talk with friends or colleagues People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whet her you use it to obtain information daily, weekly, monthly, less than monthly or never: Talk with friends or colleagues",Q208,Sources of information,1=Daily 2=Weekly 3=Monthly 4=Less than monthly 5=Never,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']",5,True,"['1=Daily ', '2=Weekly ', '3=Monthly ', '4=Less than monthly ', '5=Never']"
241,Q209,Q209,"Political action: Signing a petition Now Ia like you to look at this card. Ia going to read out some different forms of political action that people can take, and Ia like you to tell me, for each one, whether you have actually done any of these things, whether you might do it or would never, under any circumstances, do it. Signing a petition",Q209,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
242,Q210,Q210,"Political action: joining in boycotts Now Ia like you to look at this card. Ia going to read out some different forms of political action that people can take, and Ia like you to tell me, for each one, whether you have actually done any of these things, whether you might do it or would never, under any circumstances, do it. Joining in boycotts",Q210,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
243,Q211,Q211,"Political action: attending lawfulpeaceful demonstrations Now Ia like you to look at this card. Ia going to read out some different forms of political action that people can take, and Ia like you to tell me, for each one, whether you have actually done any of these things, whether you might do it or would never, under any circumstances, do it. Attending peaceful demonstrations",Q211,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
244,Q212,Q212,"Political action: joining unofficial strikes Now Ia like you to look at this card. Ia going to read out some different forms of political action that people can take, and Ia like you to tell me, for each one, whether you have actually done any of these things, whether you might do it or would never, under any circumstances, do it. Joining strikes",Q212,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
245,Q213,Q213,"Social activism: Donating to a group or campaign What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Donating to a group or campaign",Q213,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
246,Q214,Q214,"Social activism: Contacting a government official What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Contacting a government official",Q214,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
247,Q215,Q215,"Social activism: Encouraging others to take action about political issues What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging others to take action about political issues",Q215,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
248,Q216,Q216,"Social activism: Encouraging others to vote What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging others to vote",Q216,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
249,Q217,Q217,"Political actions online: Searching information about politics and political events Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Searching information about politics and political events",Q217,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
250,Q218,Q218,"Political actions online: Signing an electronic petition Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Signing an electronic petition",Q218,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
251,Q219,Q219,"Political actions online: Encouraging other people to take any form of political action Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging other people to take any form of political action",Q219,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
252,Q220,Q220,"Political actions online: Organizing political activities, events, protests Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Organizing political activities, events, protests",Q220,Political action,1=Have done 2=Might do 3=Would never do,"['1=Have done ', '2=Might do ', '3=Would never do', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Have done ', '2=Might do ', '3=Would never do']",3,True,"['1=Have done ', '2=Might do ', '3=Would never do']"
253,Q221,Q221,Vote in elections: local level Vote in elections: Local level,Q221,Voting,1=Always 2=Usually 3=Never 4=Not allowed to vote,"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote']",4,False,"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote']"
254,Q222,Q222,Vote in elections: National level Vote in elections: National level,Q222,Voting,1=Always 2=Usually 3=Never 4=Not allowed to vote,"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote']",4,False,"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote']"
255,Q224,Q224,"How often in countryselections: Votes are counted fairly In your view, how often do the following things occur in this countryselections? Votes are counted fairly",Q224,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
256,Q225,Q225,"How often in countryselections: Opposition candidates are prevented from running In your view, how often do the following things occur in this countryselections? Opposition candidates are prevented from running",Q225,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
257,Q226,Q226,"How often in countryselections: TO news favor the governing party In your view, how often do the following things occur in this countryselect on? TO news favor the governing party",Q226,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
258,Q227,Q227,"How often in countryselections: Voters are bribed In your view, how often do the following things occur in this countryselections? Voters are bribed",Q227,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
259,Q228,Q228,"How often in countryselections: Journalists provide fair coverage of elections In your view, how often do the following things occur in this countryselections? Journalists provide fair coverage of elections",Q228,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
260,Q229,Q229,"How often in countryselections: Election officials are fair In your view, how often do the following things occur in this countryselections? Election officials are fair",Q229,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
261,Q230,Q230,"How often in countryselections: Rich people buy elections In your view, how often do the following things occur in this countryselections? Rich people buy elections",Q230,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
262,Q231,Q231,"How often in countryselections: Voters are threatened with violence at the polls In your view, how often do the following things occur in this countryselections? Voters are threatened with violence at the polls",Q231,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
263,Q232,Q232,"How often in countryselections: Voters are offered a genuine choice in the elections In your view, how often do the following things occur in this countryselections? Voters are offered a genuine choice in the elections",Q232,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
264,Q233,Q233,"How often in countryselections: Women have equal opportunities to run the office In your view, how often do the following things occur in this countryselectionsWomen have equal opportunities to run the office",Q233,Electoral integrity battery,1=Very often 2=Fairly often 3=Not often 4=Not at all often,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']",4,False,"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often']"
265,Q234,Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesto matter much Do you think that honest elections play an important role in deciding whether you and your family are able to make a good livingHow important would you say this isvery important, fairly important, not very important or not at all important? ",Q234,Importance of honest elections,1=Very important 2=Rather important 3=Not very important 4=Not at all important,"['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important']",4,False,"['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important']"
266,Q234,Q234A,How much the political system allows people to have a say How much would you say the political system in your country allows people like you to have a say in what the government does? ,Q234,Importance of honest elections,1=Very important 2=Rather important 3=Not very important 4=Not at all important,"['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important']",4,False,"['1=Very important ', '2=Rather important ', '3=Not very important ', '4=Not at all important']"
267,Q235,Q235,"Political system: Having a strong leader who does not have to bother with parliament and elections Ia going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",Q235,Support for political regimes,1=Very good 2=Fairly good 3=Fairly bad 4=Very bad,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']",4,False,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']"
268,Q236,Q236,"Political system: Having experts, not government, make decisions according to what they think is best for the country Ia going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",Q236,Support for political regimes,1=Very good 2=Fairly good 3=Fairly bad 4=Very bad,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']",4,False,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']"
269,Q237,Q237,"Political system: Having the army rule Ia going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having the army rule",Q237,Support for political regimes,1=Very good 2=Fairly good 3=Fairly bad 4=Very bad,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']",4,False,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']"
270,Q238,Q238,"Political system: Having a democratic political system Ia going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",Q238,Support for political regimes,1=Very good 2=Fairly good 3=Fairly bad 4=Very bad,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']",4,False,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']"
271,Q239,Q239,"Political system: Having a system governed by religious law in which there are no political parties or elections Ia going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",Q239,Support for political regimes,1=Very good 2=Fairly good 3=Fairly bad 4=Very bad,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']",4,False,"['1=Very good ', '2=Fairly good ', '3=Fairly bad ', '4=Very bad']"
272,Q240,Q240,"Leftright political scale In political matters, people talk ofthe leftandthe rightHow would you place your views on this scale, generally speaking? ",Q240,Political scale: left- right,10-points scale from 1=left to 10=right,"['10-points scale from ', '1=left to ', '10=right', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['10-points scale from ', '1=left to ', '10=right']",3,True,"['10-points scale from ', '1=left to ', '10=right']"
273,Q241,Q241,Democracy: Governments tax the rich and subsidize the poor Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. Governments tax the rich and subsidize the poor,Q241,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
274,Q242,Q242,Democracy: Religious authorities interpret the laws Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. Religious authorities interpret the laws,Q242,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
275,Q243,Q243,Democracy: People choose their leaders in free elections Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. People choose their leaders in free elections,Q243,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
276,Q244,Q244,Democracy: People receive state aid for unemployment Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. People receive state aid for unemployment,Q244,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
277,Q245,Q245,Democracy: The army takes over when government is incompetent Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. The army takes over when government is incompetent,Q245,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
